time,src_ip,dst_ip,src_port,dst_port,proto,bytes,packets,action
2026-02-12T18:17:21Z,10.20.11.22,13.107.6.152,61009,443,TCP,6048,38,ALLOW
2026-02-12T18:17:38Z,10.24.77.88,13.107.6.152,61406,53,TCP,8248,38,ALLOW
2026-02-12T18:17:55Z,10.20.44.22,13.107.6.152,48712,123,TCP,6853,24,ALLOW
2026-02-12T18:18:12Z,10.24.77.41,13.107.6.152,54570,80,TCP,6344,24,ALLOW
2026-02-12T18:18:29Z,10.20.44.22,10.20.0.53,57700,80,TCP,2792,40,ALLOW
2026-02-12T18:18:46Z,10.21.8.44,23.54.12.2,48353,22,TCP,1297,25,ALLOW
2026-02-12T18:19:03Z,10.21.8.44,13.107.6.152,42789,443,TCP,7233,14,ALLOW
2026-02-12T18:19:20Z,10.20.44.22,140.82.114.5,48028,123,TCP,960,24,ALLOW
2026-02-12T18:19:37Z,10.24.77.41,140.82.114.5,50153,123,TCP,1564,8,ALLOW
2026-02-12T18:19:54Z,10.24.77.88,52.96.44.2,55309,80,TCP,3758,36,ALLOW
2026-02-12T18:20:11Z,10.20.11.22,23.54.12.2,41352,22,TCP,7400,3,ALLOW
2026-02-12T18:20:28Z,10.24.77.41,23.54.12.2,56456,80,TCP,5555,22,ALLOW
2026-02-12T18:20:45Z,10.24.77.88,140.82.114.5,57925,443,TCP,6741,28,ALLOW
2026-02-12T18:21:02Z,10.21.8.44,13.107.6.152,52071,53,TCP,3098,6,ALLOW
2026-02-12T18:21:19Z,10.24.77.41,23.54.12.2,48237,123,TCP,1540,30,ALLOW
2026-02-12T18:21:36Z,10.21.8.44,10.20.0.53,52087,443,TCP,499,16,ALLOW
2026-02-12T18:21:53Z,10.21.8.44,52.96.44.2,59940,80,TCP,7369,32,ALLOW
2026-02-12T18:22:10Z,10.24.77.88,52.96.44.2,63444,123,TCP,545,32,ALLOW
2026-02-12T18:22:27Z,10.20.44.22,13.107.6.152,43986,80,TCP,8483,12,ALLOW
2026-02-12T18:22:44Z,10.24.77.88,13.107.6.152,60659,22,TCP,1578,22,ALLOW
2026-02-12T18:23:01Z,10.24.77.41,13.107.6.152,55849,22,TCP,3552,21,ALLOW
2026-02-12T18:23:18Z,10.20.44.22,23.54.12.2,43243,22,TCP,1011,7,ALLOW
2026-02-12T18:23:35Z,10.24.77.88,13.107.6.152,63969,443,TCP,6782,12,ALLOW
2026-02-12T18:23:52Z,10.21.8.44,23.54.12.2,43298,22,TCP,8794,12,ALLOW
2026-02-12T18:24:09Z,10.20.11.22,52.96.44.2,50990,443,TCP,6591,35,ALLOW
2026-02-12T18:24:26Z,10.21.8.44,52.96.44.2,56239,80,TCP,8671,16,ALLOW
2026-02-12T18:24:43Z,10.20.44.22,10.20.0.53,45958,22,TCP,6533,6,ALLOW
2026-02-12T18:25:00Z,10.20.44.22,10.20.0.53,47803,22,TCP,2067,34,ALLOW
2026-02-12T18:25:17Z,10.24.77.41,23.54.12.2,43876,53,TCP,6351,16,ALLOW
2026-02-12T18:25:34Z,10.24.77.88,13.107.6.152,56484,123,TCP,711,21,ALLOW
2026-02-12T18:25:51Z,10.21.8.44,140.82.114.5,43731,53,TCP,6033,9,ALLOW
2026-02-12T18:26:08Z,10.20.11.22,52.96.44.2,58995,443,TCP,8043,12,ALLOW
2026-02-12T18:26:25Z,10.21.8.44,140.82.114.5,49499,443,TCP,1732,30,ALLOW
2026-02-12T18:26:42Z,10.24.77.41,140.82.114.5,47385,123,TCP,2901,29,ALLOW
2026-02-12T18:26:59Z,10.20.11.22,13.107.6.152,46416,22,TCP,1976,30,ALLOW
2026-02-12T18:27:16Z,10.24.77.41,23.54.12.2,45737,123,TCP,4238,16,ALLOW
2026-02-12T18:27:33Z,10.20.44.22,23.54.12.2,48661,123,TCP,8879,24,ALLOW
2026-02-12T18:27:50Z,10.20.11.22,52.96.44.2,43726,80,TCP,4481,4,ALLOW
2026-02-12T18:28:07Z,10.20.44.22,23.54.12.2,50081,80,TCP,2763,5,ALLOW
2026-02-12T18:28:24Z,10.24.77.88,140.82.114.5,60774,53,TCP,4859,27,ALLOW
2026-02-12T18:28:41Z,10.21.8.44,10.20.0.53,61248,443,TCP,1127,4,ALLOW
2026-02-12T18:28:58Z,10.20.11.22,10.20.0.53,63121,443,TCP,8833,6,ALLOW
2026-02-12T18:29:15Z,10.24.77.41,140.82.114.5,50041,123,TCP,6725,16,ALLOW
2026-02-12T18:29:32Z,10.24.77.41,10.20.0.53,51550,53,TCP,7379,11,ALLOW
2026-02-12T18:29:49Z,10.20.11.22,140.82.114.5,56943,53,TCP,532,10,ALLOW
2026-02-12T18:30:06Z,10.20.44.22,23.54.12.2,47606,443,TCP,2645,4,ALLOW
2026-02-12T18:30:23Z,10.24.77.88,13.107.6.152,61625,53,TCP,946,35,ALLOW
2026-02-12T18:30:40Z,10.24.77.88,13.107.6.152,57871,22,TCP,774,23,ALLOW
2026-02-12T18:30:57Z,10.20.11.22,10.20.0.53,43139,123,TCP,8114,31,ALLOW
2026-02-12T18:31:14Z,10.24.77.88,23.54.12.2,61117,123,TCP,8375,28,ALLOW
2026-02-12T18:31:31Z,10.24.77.41,10.20.0.53,41172,80,TCP,3577,33,ALLOW
2026-02-12T18:31:48Z,10.20.11.22,13.107.6.152,60706,443,TCP,1371,3,ALLOW
2026-02-12T18:32:05Z,10.24.77.41,23.54.12.2,43731,53,TCP,7351,12,ALLOW
2026-02-12T18:32:22Z,10.21.8.44,52.96.44.2,44542,123,TCP,1505,13,ALLOW
2026-02-12T18:32:39Z,10.24.77.41,13.107.6.152,48327,53,TCP,2932,9,ALLOW
2026-02-12T18:32:56Z,10.20.44.22,52.96.44.2,62584,53,TCP,2784,5,ALLOW
2026-02-12T18:33:13Z,10.21.8.44,140.82.114.5,51976,53,TCP,1144,38,ALLOW
2026-02-12T18:33:30Z,10.24.77.41,52.96.44.2,54133,22,TCP,3599,24,ALLOW
2026-02-12T18:33:47Z,10.20.44.22,140.82.114.5,43420,443,TCP,4175,36,ALLOW
2026-02-12T18:34:04Z,10.20.44.22,52.96.44.2,58229,443,TCP,6980,4,ALLOW
2026-02-12T18:34:21Z,10.24.77.88,140.82.114.5,51983,80,TCP,5931,26,ALLOW
2026-02-12T18:34:38Z,10.21.8.44,13.107.6.152,61795,443,TCP,5721,27,ALLOW
2026-02-12T18:34:55Z,10.21.8.44,10.20.0.53,61778,443,TCP,1293,17,ALLOW
2026-02-12T18:35:12Z,10.24.77.88,140.82.114.5,59391,80,TCP,2691,26,ALLOW
2026-02-12T18:35:29Z,10.20.11.22,52.96.44.2,42570,53,TCP,8299,37,ALLOW
2026-02-12T18:35:46Z,10.20.11.22,140.82.114.5,41952,22,TCP,777,37,ALLOW
2026-02-12T18:36:03Z,10.24.77.88,140.82.114.5,52808,123,TCP,7466,37,ALLOW
2026-02-12T18:36:20Z,10.21.8.44,52.96.44.2,41501,443,TCP,436,27,ALLOW
2026-02-12T18:36:37Z,10.20.44.22,52.96.44.2,46840,22,TCP,7502,35,ALLOW
2026-02-12T18:36:54Z,10.20.11.22,23.54.12.2,56256,123,TCP,1584,8,ALLOW
2026-02-12T18:37:11Z,10.24.77.41,13.107.6.152,62270,123,TCP,8002,4,ALLOW
2026-02-12T18:37:28Z,10.24.77.88,140.82.114.5,55128,53,TCP,4856,32,ALLOW
2026-02-12T18:37:45Z,10.21.8.44,10.20.0.53,50838,443,TCP,8897,32,ALLOW
2026-02-12T18:38:02Z,10.24.77.88,10.20.0.53,54932,123,TCP,1499,16,ALLOW
2026-02-12T18:38:19Z,10.20.11.22,13.107.6.152,62759,123,TCP,1384,6,ALLOW
2026-02-12T18:38:36Z,10.24.77.41,140.82.114.5,59024,80,TCP,6550,33,ALLOW
2026-02-12T18:38:53Z,10.20.11.22,140.82.114.5,50712,53,TCP,6717,16,ALLOW
